Name,Platform,DOIs,Citations,License,Categories
DoubletCollection,R,arxiv/2101.08860,0,GPL-3.0,"Clustering, Quality Control, Visualisation"
DropLasso,R/C++,arxiv/1802.09381,0,GPL-2.0-or-later,Classification
DTAE,Python,arxiv/2102.05892,0,'-,"Dimensionality Reduction"
DynGFN,Python,arxiv/2302.04178,0,MIT,"Gene Networks"
elasticC3,MATLAB,arxiv/2003.12970,0,'-,Integration
ELVAR,R,"10.1038/s41467-023-39017-z, 10.1101/2023.04.28.538653, 10.21203/rs.3.rs-2199519/v1",0,GPL-3.0,Clustering
ESCHR,Python,10.1101/2023.12.18.571953,0,MIT,"Clustering, Visualisation"
ESCORT,R,10.1101/2023.12.18.572214,0,MIT,"Clustering, Differential Expression, Dimensionality Reduction, Interactive, Ordering, Variable Genes"
exceiver,Python,arxiv/2210.14330,0,MIT,"Gene Networks"
expressyouRcell,R,"10.1016/j.isci.2023.106853, 10.1101/2022.08.04.502810",0,MIT,Visualisation
fasthplus,R,"10.1093/biostatistics/kxac035, 10.1101/2022.02.03.479015",0,CC-BY-4.0,Clustering
fastTopics,R/C++/C,"10.1101/2023.03.03.531029, 10.1186/s13059-023-03067-9",0,BSD-2-Clause,"Dimensionality Reduction, Simulation, Visualisation"
fcoex,R,10.1101/2021.12.07.471603,0,GPL-3.0,"Gene Networks, Visualisation"
FitDevo,R,10.1093/bib/bbac293,0,'-,"Ordering, Stem Cells, Visualisation"
Fugue,Python,"10.1101/2021.12.12.472307, 10.2139/ssrn.4013916",0,CC0-1.0,"Dimensionality Reduction, Integration"
FUNKI,R,arxiv/2109.05796,0,AGPL-3.0,"Gene Networks, Interactive, Visualisation"
gCAnno,Python,"10.1186/s12864-020-07223-4, 10.21203/rs.3.rs-36926/v1",0,'-,Classification
GEDI,R/C++,10.1101/2023.08.15.553327,0,BSD-2-Clause,"Differential Expression, Imputation, Integration, Normalisation, Visualisation"
GeneClust,Python,10.1093/bib/bbad042,0,AGPL-3.0,"Clustering, Dimensionality Reduction, Normalisation, Variable Genes"
GeneExt,Python/R,10.1101/2023.12.05.570120,0,GPL-3.0,Quantification
GeneSwitches,R,10.1101/832626,0,'-,"Expression Patterns, Gene Sets, Transformation, Visualisation"
GiRAFR,Python,"10.1038/s42003-023-05351-7, 10.1101/2022.10.24.513352",0,MIT,"Quantification, UMIs, Variants"
GloScope,R,10.1101/2023.05.29.542786,0,Artistic-2.0,Visualisation
Graph-Dynamo,Pythong,10.1101/2023.09.24.559170,0,MIT,"Dimensionality Reduction"
GRouNdGAN,Python,10.1101/2023.07.25.550225,0,AGPL-3.0,Simulation
gssnng,Python,"10.1093/bioadv/vbad150, 10.1101/2022.11.29.518384",0,MIT,"Gene Sets"
HD-AE,Python,10.1101/2021.04.13.439707,0,GPL-3.0,"Dimensionality Reduction, Integration"
Ibex,R,10.1101/2022.11.09.515787,0,MIT,"Dimensionality Reduction, Immune"
IBMR,R/C++,arxiv/2111.12149,0,'-,"Classification, Simulation"
iBRIDGE,R,10.1158/2326-6066.CIR-22-0283,0,'-,"Classification, Gene Sets, Immune, Integration, Normalisation"
InGene,R,10.1101/2023.06.19.545592,0,GPL-3.0,"Dimensionality Reduction, Variable Genes, Visualisation"
IntegratedLearner,R,"10.1002/sim.9953, 10.1101/2022.11.06.514786",0,MIT,"Classification, Integration"
JOINTLY,R/C++/Python,"10.1038/s41467-023-44279-8, 10.21203/rs.3.rs-3149275/v1",0,GPL-3.0,Clustering
ktest,Python/R,arxiv/2307.08509,0,'-,"Differential Expression, Visualisation"
langevitour,R/Python/Javascript,"10.1101/2022.08.24.505207, 10.32614/RJ-2023-046",0,MIT,"Dimensionality Reduction, Interactive, Visualisation"
LANTSA,Python,10.1101/2022.03.13.484116,0,BSD-3-Clause,"Classification, Dimensionality Reduction"
learn2count,R,arxiv/2011.12044,0,Artistic-2.0,"Dimensionality Reduction"
LRT,R,"10.1101/2022.04.14.488320, 10.1371/journal.pcbi.1011300",0,'-,Immune
MAGAN,Python,arxiv/1803.00385,0,'-,Integration
MarkerMap,Python,arxiv/2207.14106,0,MIT,"Marker Genes, Visualisation"
MATES,Python,10.1101/2024.01.09.574909,0,MIT,Quantification
mcap,R,arxiv/1902.08472,0,GPL-3.0,Clustering
MDIC3,Python,10.1016/j.patter.2023.100911,0,'-,"Gene Networks"
MELT,Python,10.1093/bib/bbac345,0,'-,"Dimensionality Reduction, Ordering"
minicore,C++/Python,10.1101/2021.03.24.436859,0,MIT,Clustering
MitoHEAR,R,10.21105/joss.04265,0,GPL-3.0,"Clustering, Variants, Visualisation"
MitoTrace,R,10.3390/genes14061222,0,GPL-2.0-or-later,"Quantification, Variants"
mosaicMPI,Python,10.1101/2023.08.18.553919,0,MIT,"Dimensionality Reduction, Gene Sets, Integration, Variable Genes, Visualisation"
MOSCATO,R,"10.1101/2021.09.02.458781, 10.1186/s12864-022-08759-3",0,'-,"Gene Networks, Simulation"
MSIsensor-RNA,Python,10.1101/2023.10.09.561613,0,Custom,Variants
MuDCoD,Python,"10.1093/bioinformatics/btad592, 10.1101/2021.11.30.470619",0,MIT,"Gene Networks"
MUFFIN,Python,10.1101/2023.12.11.570597,0,GPL-3.0,"Clustering, Differential Expression, Dimensionality Reduction, Gene Sets, Normalisation, Variable Genes, Visualisation"
Ocelli,Python,10.1101/2023.10.05.561074,0,BSD-2-Clause,"Clustering, Dimensionality Reduction, Visualisation"
OmicInt,R,10.1016/j.ailsci.2021.100025,0,GPL-3.0,"Gene Networks, Visualisation"
OmicVerse,Python,10.1101/2023.06.06.543913,0,GPL-3.0,"Classification, Gene Networks, Integration, Marker Genes, Ordering, Perturbations"
OpenBioMed,Python,arxiv/2306.04371,0,MIT,"Classification, Dimensionality Reduction"
ORIGINS2,R,10.1016/j.mex.2023.102179,0,MIT,"Gene Networks"
orthomap,Python,10.1093/bioinformatics/btad657,0,GPL-3.0,"Gene Sets"
PACSI,R,10.1186/s12915-023-01658-3,0,GPL-3.0,Perturbations
PCAone,C++,"10.1101/2022.05.25.493261, 10.1101/gr.277525.122",0,GPL-3.0,"Dimensionality Reduction"
pcqc,Python,10.1101/2020.11.19.390542,0,'-,"Dimensionality Reduction"
phenotype-cover,Python,10.1016/j.crmeth.2022.100332,0,MIT,"Marker Genes, Visualisation"
Piccolo,R,10.1101/2023.03.02.530891,0,GPL-3.0,"Clustering, Differential Expression, Dimensionality Reduction, Marker Genes, Normalisation, Quality Control, Variable Genes"
PIMseq,R,10.1101/718668,0,GPL-2.0,"Differential Expression, Visualisation"
Pollock,Python,10.1093/bioadv/vbac028,0,BSD-3-Clause,Classification
Pre-Phaser,Python/C++,10.1145/3307339.3342174,0,'-,"Cell Cycle"
ProjectSVR,R,10.1101/2023.07.31.551202,0,MIT,"Classification, Integration, Visualisation"
Pyro-Velocity,Python,10.21203/rs.3.rs-2059147/v1,0,AGPL-3.0,"Dimensionality Reduction, Ordering, Visualisation"
RADO,Python,10.1101/2023.10.30.564840,0,MIT,"Quality Control"
RankCompV3,Julia,10.1101/2023.11.28.569110,0,MIT,"Differential Expression"
RayleighSelection,R/C++,arxiv/1811.03377,0,MIT,"Differential Expression, Dimensionality Reduction, Visualisation"
RCI-NB,R,arxiv/2307.05338,0,CC-BY-NC-4.0,"Classification, Normalisation"
RECOMBINE,R/C++,10.1101/2023.07.17.549344,0,Apache-2.0,"Marker Genes, Visualisation"
RegDiffusion,Python,10.1101/2023.11.05.565675,0,Apache-2.0,"Gene Networks"
Regionvelocity,R/C++,"10.1093/nar/gkad969, 10.1101/2022.05.02.490352",0,GPL-3.0,"Dimensionality Reduction, Gene Filtering, Ordering, Visualisation"
RESA,Perl/Python/Shell/R,"10.1101/2021.10.08.463191, 10.1186/s13073-023-01269-1",0,MIT,Variants
ResPAN,Python,10.1101/2021.11.08.467781,0,MIT,Integration
RNA-combine,Python/Shell/R,10.1186/s12859-021-04549-y,0,MIT,"Alignment, Classification, Clustering, Dimensionality Reduction, Normalisation, Ordering, Quality Control, Quantification, Visualisation"
RNA-strain-match,R/Shell,10.1101/2023.07.14.548847,0,'-,"Alignment, Variants"
rROMA,R,10.1101/2022.10.24.513448,0,GPL-3.0,"Gene Sets, Visualisation"
rusty_axe,Python/Rust,10.1101/2021.09.13.460168,0,'-,"Dimensionality Reduction, Visualisation"
RZiMM,R,arxiv/2110.12964,0,GPL-2.0-or-later,"Clustering, Marker Genes, Visualisation"
SageNet,Python,10.1101/2022.04.14.488419,0,MIT,"Dimensionality Reduction, Gene Networks"
SASCRiP,Python/R,10.12688/f1000research.75243.1,0,AGPL-3.0,"Quality Control, Quantification"
saVAE,Python,10.21203/rs.3.rs-2717344/v1,0,'-,"Dimensionality Reduction"
SBDN,R,arxiv/1802.08114,0,CC-BY-4.0,"Gene Networks"
sc2MeNetDrug,R/JavaScript,10.1101/2021.11.15.468755,0,'-,"Clustering, Dimensionality Reduction, Gene Networks, Gene Sets, Imputation, Marker Genes, Normalisation, Perturbations, Quality Control"
scAce,Python,10.1093/bioinformatics/btad546,0,MIT,"Clustering, Dimensionality Reduction"
scAN10,Nextflow/R/Shell,"10.1101/2022.11.07.515546, 10.3233/isb-220252",0,'-,"Alignment, Clustering, Dimensionality Reduction, Normalisation, Quality Control, Quantification, UMIs, Visualisation"
SCANet,Python/R,10.1093/bioinformatics/btad644,0,MIT,"Dimensionality Reduction, Gene Networks, Normalisation, Quality Control, Variable Genes, Visualisation"
scANNA,Python,10.1101/2023.05.29.542760,0,MIT,"Classification, Variable Genes"
Scanpro,Python,"10.1101/2023.08.14.553234, 10.21203/rs.3.rs-3375942/v1",0,MIT,Modality
scapGNN,R/Python,10.1371/journal.pbio.3002369,0,Apache-2.0,"Gene Networks, Visualisation"
scASfind,R/C++,10.1101/2023.08.19.553947,0,MIT,"Alternative Splicing, Marker Genes, Visualisation"
scatterHatch,R,"10.1101/2021.10.07.463279, 10.7554/elife.82128",0,MIT,Visualisation
scBayes,C++,10.1101/gr.278234.123,0,'-,"Classification, Integration"
scBoolSeq,Python,10.1101/2023.10.23.563518,0,BSD-3-Clause,"Simulation, Transformation"
scBridge,Python,10.1038/s41467-023-41795-5,0,MIT,"Dimensionality Reduction, Integration, Visualisation"
scBTF,Python,arxiv/2308.08060,0,MIT,"Dimensionality Reduction"
scBubbletree,R,10.1101/2023.03.09.531263,0,GPL-3.0,Visualisation
scCancer2,R,10.1101/2023.08.22.554137,0,MIT,"Cell Cycle, Clustering, Gene Networks, Integration, Stem Cells, Visualisation"
scCobra,Python,10.1101/2022.10.23.513389,0,MIT,"Dimensionality Reduction, Integration, Normalisation, Variable Genes"
scCross,Python,10.1101/2023.11.22.568376,0,MIT,"Dimensionality Reduction, Integration, Perturbations, Simulation"
scDecouple,R,10.1101/2023.01.31.526445,0,'-,"Gene Sets, Perturbations, Variants"
scDeepHash,Python,10.1101/2021.11.08.467820,0,'-,Classification
scDEF,Python,10.1101/2022.10.15.512383,0,'-,"Marker Genes, Visualisation"
scDisInFact,Python,10.1101/2023.05.01.538975,0,GPL-3.0,"Dimensionality Reduction, Integration, Perturbations"
scDist,R,10.1101/2023.05.06.539326,0,MIT,"Perturbations, Simulation, Visualisation"
scDrugPrio,R,10.1101/2023.11.08.566249,0,GPL-3.0,"Gene Networks, Perturbations"
SCellBOW,Python,10.1101/2022.12.28.522060,0,'-,"Clustering, Dimensionality Reduction"
Sceptic,Python,10.1101/2023.11.03.565575,0,MIT,Ordering
scEvoNet,Python,"10.1101/2022.12.07.519467, 10.1186/s12859-023-05213-3",0,MIT,"Gene Networks, Ordering"
scFeatureFilter,R,10.1007/978-3-319-78723-7_31,0,MIT,"Gene Filtering, Visualisation"
scFseCluster,Python,10.26508/lsa.202302103,0,'-,"Clustering, Variable Genes"
scGeom,Python,arxiv/2309.07950,0,MIT,"Clustering, Dimensionality Reduction"
scGOclust,R,10.1101/2024.01.09.574675,0,GPL-3.0,"Gene Sets, Integration, Visualisation"
scIHPF,Python,10.1101/2021.07.08.451664,0,BSD-2-Clause,"Dimensionality Reduction, Integration"
SCILEN,R,10.3390/genes12111670,0,'-,Clustering
scIntegral,Python,10.1101/2020.09.17.301911,0,GPL-2.0,Integration
scJIVE,R/C++,10.1101/2023.10.25.563973,0,MIT,"Dimensionality Reduction, Integration, Visualisation"
scLANE,R/C++,10.1101/2023.12.19.572477,0,MIT,"Differential Expression, Expression Patterns, Gene Sets, Visualisation"
scLKME,Python,10.1101/2023.11.13.566846,0,MIT,"Dimensionality Reduction"
scMAGS,Python,"10.1016/j.compbiomed.2023.106634, 10.1101/2022.03.22.485261",0,Apache-2.0,"Dimensionality Reduction, Gene Filtering, Marker Genes, Visualisation"
scMayoMap,R,"10.1101/2023.05.03.538463, 10.1186/s12915-023-01728-6",0,MIT,"Classification, Visualisation"
scMetric,R,10.1101/456814,0,GPL-2.0,"Dimensionality Reduction, Visualisation"
scmixture,Julia/R/Python,"10.1089/cmb.2022.0273, 10.1101/2021.05.19.444841",0,'-,"Clustering, Dimensionality Reduction, Gene Sets, Marker Genes, Visualisation"
scMomentum,Python,10.1101/2020.12.30.424887,0,'-,"Gene Networks, Ordering"
scMuffin,R,"10.1101/2022.06.01.494129, 10.1186/s12859-023-05563-y",0,GPL-3.0,"Clustering, Gene Sets, Visualisation"
scNanoGPS,Python,10.1101/2023.01.24.525264,0,GPL-3.0,"Alignment, Alternative Splicing, Quantification, UMIs, Variants"
scNAT,Python,10.1186/s13059-023-03129-y,0,MIT,"Dimensionality Reduction, Integration"
scNetViz,Java,10.12688/f1000research.52460.1,0,Apache-2.0,"Gene Networks, Interactive, Visualisation"
scopeplus,Python,10.1101/2022.12.03.518997,0,MIT,"Interactive, Visualisation"
scPharm,R/C++,10.1101/2023.12.11.571182,0,MIT,"Dimensionality Reduction, Perturbations"
scpoisson,R,"10.1186/s12859-023-05349-2, 10.21203/rs.3.rs-2517698/v1",0,MIT,"Clustering, Visualisation"
scProject,Python,10.1101/2021.08.25.457650,0,MIT,"Classification, Visualisation"
scQA,C++,"10.1016/j.csbj.2023.12.021, 10.1101/2023.03.25.534232",0,'-,Clustering
scQCEA,R,10.1186/s12864-023-09447-6,0,GPL-2.0,"Classification, Interactive, Quality Control"
scRAE,Python,arxiv/2107.07709,0,MIT,Clustering
scRANK,R,10.1101/2023.10.02.560416,0,GPL-2.0-or-later,"Clustering, Gene Networks, Gene Sets, Visualisation"
SCRIPro,Python,10.1101/2023.12.21.572934,0,'-,"Gene Networks"
scRNAbox,R/JavaScript/Shell,10.1101/2023.11.13.566851,0,MIT,"Alignment, Clustering, Differential Expression, Gene Sets, Integration, Marker Genes, Quality Control, Quantification, Visualisation"
scSHARP,Python/R,"10.1093/bioinformatics/btad360, 10.1101/2022.11.23.517739",0,MIT,Classification
scShift,Python,10.1101/2023.11.11.566161,0,BSD-3-Clause,"Dimensionality Reduction, Integration, Perturbations"
scSniper,Python,10.1101/2023.11.22.568389,0,MIT,"Marker Genes"
scSNPdemux,Shell/R,10.1186/s12859-023-05440-8,0,GPL-3.0,Variants
scSPARKL,Python,10.1101/2023.04.07.536003,0,MIT,"Dimensionality Reduction, Normalisation, Quality Control, Variable Genes"
scTopoGAN,Python,"10.1093/bioadv/vbad171, 10.1101/2022.04.27.489829",0,'-,"Dimensionality Reduction, Integration"
scViralQuant,Java/Shell/Python/Perl,10.1101/2023.07.21.549987,0,BSD-3-Clause,"Quantification, UMIs, Visualisation"
scWizard,R/Python,10.1016/j.csbj.2022.08.028,0,GPL-3.0-or-later,"Classification, Clustering, Gene Networks, Gene Sets, Integration, Interactive, Ordering, Quality Control, Variants, Visualisation"
scX,R,arxiv/2311.00012,0,MIT,"Differential Expression, Interactive, Marker Genes, Visualisation"
SelfE,R,10.1109/TCBB.2020.2997326,0,Artistic-2.0,"Variable Genes"
SenePy,Python,10.1101/2023.08.30.555644,0,MIT,"Gene Sets"
SEVtras,Python,10.1038/s41592-023-02117-1,0,AGPL-3.0,"Gene Sets, Quantification"
ShinyMultiome-UiO,R,10.1101/2023.06.20.545756,0,GPL-3.0,"Interactive, Visualisation"
SiCR,R,10.1101/2023.08.03.551897,0,'-,"Immune, Interactive"
SiFT,Python,10.1101/2023.01.18.524512,0,BSD-3-Clause,"Dimensionality Reduction, Integration, Visualisation"
SIGMA,R,10.1101/2021.05.11.443685,0,GPL-3.0,"Clustering, Visualisation"
signifinder,R,10.1101/2023.03.07.530940,0,AGPL-3.0,"Cell Cycle, Gene Sets, Immune, Visualisation"
SimCD,R/C,arxiv/2104.01512,0,'-,"Clustering, Differential Expression"
SIMS,Python,10.1101/2023.02.28.529615,0,MIT,Classification
SinCMat,R,10.1016/j.stemcr.2023.12.006,0,GPL-3.0,"Gene Networks"
SingleCellGGM,MATLAB,10.1101/2023.02.05.526424,0,BSD-3-Clause,"Gene Networks"
singleCellHaystack-py,Python,10.1038/s41598-023-38965-2,0,MIT,"Marker Genes, Visualisation"
SinglePointRNA,R,arxiv/2305.00008,0,GPL-3.0,"Clustering, Differential Expression, Integration, Interactive, Quality Control, Visualisation"
SIP,Python/R,10.1101/456772,0,GPL-3.0,Alignment
SiPSiC,R,10.1101/2023.03.27.534310,0,'-,"Gene Sets"
SJD,R,10.1101/2022.11.07.515489,0,GPL-3.0,"Dimensionality Reduction, Integration, Normalisation, Visualisation"
SLIDE,R,10.1101/2022.11.25.518001,0,MIT,"Dimensionality Reduction, Simulation, Visualisation"
sparca,Python,arxiv/2302.10776,0,MIT,"Dimensionality Reduction, Variable Genes"
SPEEDI,R,10.1101/2023.11.01.564815,0,'-,"Classification, Clustering, Differential Expression, Dimensionality Reduction, Integration, Interactive, Quality Control, Visualisation"
spVIPES,Python,10.1101/2023.11.07.565957,0,BSD-3-Clause,Integration
TDEseq,R,10.1101/2023.09.12.557282,0,GPL-2.0-or-later,"Expression Patterns, Visualisation"
TFvelo,Python,10.1101/2023.07.12.548785,0,'-,"Ordering, Visualisation"
TIGON,Python,10.1038/s42256-023-00763-w,0,MIT,"Gene Networks, Ordering"
TimiGP,R,"10.1016/j.xcrm.2023.101121, 10.1101/2022.11.17.515465",0,GPL-3.0,"Gene Networks, Immune"
TopOMetry,Python,10.1101/2022.03.14.484134,0,MIT,"Dimensionality Reduction, Visualisation"
Tree-SNE,Python,arxiv/2002.05687,0,GPL-3.0,"Clustering, Visualisation"
TreeCorTreat,R,10.1101/2021.10.27.466024,0,GPL-3.0,Visualisation
TRIBAL,Python,10.1101/2023.11.27.568874,0,'-,"Immune, Ordering, Visualisation"
UCE,Python,10.1101/2023.11.28.568918,0,MIT,"Dimensionality Reduction"
UNAGI,Python,10.21203/rs.3.rs-3676579/v1,0,'-,"Dimensionality Reduction, Gene Networks, Integration, Perturbations"
UVAE,Python,10.1101/2023.12.18.572157,0,'-,"Classification, Dimensionality Reduction, Integration, Visualisation"
VeloVGI,Python,10.1101/2023.11.19.567699,0,MIT,"Ordering, Visualisation"
ViVAE,Python,10.1101/2023.11.23.568428,0,Apache-2.0,"Dimensionality Reduction, Imputation"
VIVS,Python,10.1101/2023.11.03.565520,0,BSD-3-Clause,"Integration, Variable Genes"
XClone,Python,10.1101/2023.04.03.535352,0,Apache-2.0,"Variants, Visualisation"
ZINBMM,R,10.1186/s13059-023-03046-0,0,GPL-2.0,"Clustering, Marker Genes"
adverSCarial,R,,'-,MIT,Classification
airpart,R,,'-,GPL-2.0,"Alternative Splicing, Quality Control, Visualisation"
alevinQC,R,,'-,MIT,"Interactive, Visualisation"
badger,R,,'-,'-,"Variants, Visualisation"
BASiCStan,R/Stan/C++,,'-,GPL-3.0,Normalisation
bcbio,Python,,'-,MIT,"Alignment, Quality Control, UMIs"
bcbioSingleCell,R,,'-,AGPL-3.0,"Quality Control, UMIs, Visualisation"
BLGGM,R/C++,,'-,GPL-2.0-or-later,"Clustering, Gene Networks"
celaref,R,,'-,GPL-3.0,"Classification, Visualisation"
celda,R/C++,,'-,MIT,"Clustering, Differential Expression, Dimensionality Reduction, Gene Networks, Normalisation, Quality Control, Simulation, Visualisation"
CellaRepertorium,R/C++,,'-,GPL-3.0,"Clustering, Immune, Quality Control, Variants, Visualisation"
cellBrowser,Python,,'-,GPL-3.0,"Interactive, Visualisation"
CellMap,Python,,'-,'-,"Dimensionality Reduction, Interactive, Visualisation"
cellpypes,R,,'-,GPL-3.0,"Classification, Visualisation"
cellSNP,Python,,'-,Apache-2.0,Variants
cellxgene,Python/Javascript,,'-,MIT,"Interactive, Visualisation"
cellXY,R,,'-,GPL-3.0,Classification
Cirrocumulus,Python/JavaScript,,'-,BSD-3-Clause,"Interactive, Visualisation"
CITEseqCount,Python,,'-,MIT,"Integration, Quantification, UMIs"
Clustergrammer2,Python,,'-,MIT,"Classification, Clustering, Gene Sets, Interactive, Visualisation"
clustermole,R,,'-,MIT,"Classification, Marker Genes"
compass,Python,,'-,MIT,"Dimensionality Reduction, Gene Networks, Visualisation"
ctgGEM,R,,'-,GPL-2.0-or-later,Visualisation
densvis,R/C++/Python,,'-,MIT,"Dimensionality Reduction"
DIscBIO,R,,'-,MIT,"Clustering, Differential Expression, Dimensionality Reduction, Gene Networks, Normalisation, Ordering, Quality Control, Variable Genes, Visualisation"
DISCO,Python,,'-,'-,"Alternative Splicing"
DoubletDetection,Python,,'-,MIT,"Quality Control, Visualisation"
dropSeqPipe,Snakemake/Python/R,,'-,CC-BY-SA-4.0,"Alignment, Quality Control, Quantification, UMIs, Visualisation"
dropsim,R,,'-,MIT,"Normalisation, Simulation, Visualisation"
DTUrtle,R,,'-,GPL-3.0,"Alternative Splicing, Visualisation"
escape,R,,'-,Apache-2.0,"Gene Sets, Visualisation"
FastCount,C++,,'-,'-,"Quantification, UMIs"
flotilla,Python,,'-,BSD-3-Clause,"Clustering, Dimensionality Reduction, Gene Networks, Interactive, Quality Control"
genomicInstability,R,,'-,Custom,"Variants, Visualisation"
ggsc,R/C++,,'-,Artistic-2.0,Visualisation
HocusPocus,R,,'-,'-,Visualisation
Hopper,Python,,'-,'-,"Expression Patterns"
immunarch,R/C++,,'-,AGPL-3.0,"Immune, Visualisation"
ImSpectR,R,,'-,MIT,"Quantification, Visualisation"
inferCNVpy,Python,,'-,BSD-3-Clause,"Clustering, Dimensionality Reduction, Variants"
inferCSN,R/C/C++,,'-,MIT,"Gene Networks"
iscandar,Python,,'-,MIT,"Interactive, Visualisation"
LandSCENT,R,,'-,GPL-3.0,"Dimensionality Reduction, Gene Networks, Ordering, Stem Cells, Visualisation"
LineagePulse,R,,'-,Artistic-2.0,"Differential Expression, Expression Patterns, Simulation, Visualisation"
Linnorm,R,,'-,MIT,"Clustering, Differential Expression, Gene Filtering, Gene Networks, Imputation, Normalisation, Simulation, Variable Genes, Visualisation"
MCXpress,R,,'-,MIT,"Clustering, Dimensionality Reduction, Gene Filtering, Gene Sets, Interactive, Variable Genes"
mnnpy,Python,,'-,BSD-3-Clause,Integration
MUDAN,R,,'-,GPL-3.0,"Clustering, Differential Expression, Dimensionality Reduction, Gene Filtering, Marker Genes, Normalisation, Quality Control, Variable Genes, Visualisation"
NaiveDE,Python,,'-,MIT,"Differential Expression, Simulation"
OnlinePCA,Julia,,'-,MIT,"Dimensionality Reduction, Visualisation"
OpenVisuMap,DotNET,,'-,MIT,"Dimensionality Reduction"
pagoda2,R/C++,,'-,GPL-3.0,"Clustering, Differential Expression, Dimensionality Reduction, Gene Filtering, Gene Sets, Interactive, Normalisation, Quality Control, Visualisation"
PoissonUMIs,R,,'-,GPL-2.0,"UMIs, Visualisation"
polyApipe,Python/R,,'-,LGPL-2.1,"Alternative Splicing, Quantification, UMIs"
qSNE,MATLAB/R,,'-,BSD-2-Clause,"Dimensionality Reduction"
sake,R,,'-,GPL-2.0-or-later,"Clustering, Differential Expression, Dimensionality Reduction, Gene Filtering, Gene Networks, Gene Sets, Interactive, Normalisation, Visualisation"
SC2Spa,Python,,'-,BSD-3-Clause,"Expression Patterns, Integration, Visualisation"
scAlleleCount,Python/R,,'-,'-,"Allele Specific"
scanalysis,R,,'-,MIT,"Immune, Quality Control, Visualisation"
scCustomize,R,,'-,GPL-3.0,Visualisation
scDataviz,R,,'-,GPL-3.0,"Clustering, Dimensionality Reduction, Gene Sets, Marker Genes, Visualisation"
scDC,R,,'-,'-,"Clustering, Visualisation"
scDECAF,R,,'-,GPL-3.0,"Classification, Gene Sets"
SCEnt,R,,'-,GPL-3.0,"Gene Filtering, Variable Genes"
scGPS,R/C++,,'-,GPL-3.0,"Clustering, Marker Genes, Variable Genes, Visualisation"
scGraphNE,Python,,'-,MIT,"Dimensionality Reduction"
scHOT,R,,'-,GPL-3.0,"Expression Patterns, Visualisation"
scicast,Python,,'-,MIT,"Clustering, Dimensionality Reduction, Interactive, Marker Genes, Normalisation, Visualisation"
Scillus,R,,'-,GPL-3.0,"Differential Expression, Gene Sets, Quality Control, Visualisation"
SCING-pipeline,Python,,'-,MIT,"Quality Control, Quantification, UMIs"
scIVA,R,,'-,'-,"Gene Sets, Interactive, Marker Genes, Quality Control, Visualisation"
SCMAPpy,Python,,'-,MIT,Classification
SCOIT,Python,,'-,MIT,Integration
SCOUP,C++,,'-,MIT,Ordering
SCP,R/C++,,'-,GPL-3.0,"Differential Expression, Dimensionality Reduction, Gene Sets, Integration, Ordering, Quality Control, Visualisation"
scPRAM,Python,,'-,MIT,"Dimensionality Reduction, Perturbations, Quality Control"
scprep,Python,,'-,MIT,"Gene Filtering, Gene Sets, Normalisation, Quality Control, Visualisation"
scRare,Python,,'-,MIT,"Classification, Rare Cells"
scRAS,R,,'-,MIT,"Rare Cells, Visualisation"
SCRAT,R,,'-,GPL-2.0-or-later,"Cell Cycle, Clustering, Dimensionality Reduction, Gene Networks, Normalisation, Ordering, Quality Control, Visualisation"
scRNAseqApp,R/JavaScript/CSS,,'-,GPL-3.0,"Interactive, Visualisation"
scRutiNy,Python,,'-,'-,"Gene Networks, Simulation, Visualisation"
scry,R,,'-,Artistic-2.0,"Dimensionality Reduction, Gene Filtering"
scSeqR,R,,'-,GPL-2.0,"Clustering, Differential Expression, Dimensionality Reduction, Gene Filtering, Gene Sets, Integration, Interactive, Marker Genes, Normalisation, Quality Control, Visualisation"
scTCRseq,Python,,'-,AGPL-3.0,Immune
scTGIF,R,,'-,Artistic-2.0,"Classification, Dimensionality Reduction, Gene Sets, Visualisation"
scTHI,R,,'-,GPL-2.0,"Classification, Dimensionality Reduction, Gene Networks, Visualisation"
scTM,Python,,'-,MIT,"Dimensionality Reduction, Gene Filtering, Integration, Visualisation"
sctransform,R,,'-,GPL-3.0,"Differential Expression, Integration, Normalisation, Transformation, Visualisation"
scTreeViz,R,,'-,Artistic-2.0,"Interactive, Visualisation"
SDAMS,R,,'-,GPL-1.0,Modality
SEPA,R,,'-,GPL-2.0-or-later,"Expression Patterns, Gene Sets, Interactive"
SeuratV3Wizard,R,,'-,GPL-3.0,"Clustering, Dimensionality Reduction, Interactive, Marker Genes, Normalisation, Quality Control, Variable Genes"
SeuratWizard,R,,'-,GPL-3.0,"Clustering, Dimensionality Reduction, Interactive, Marker Genes, Normalisation, Quality Control, Variable Genes"
sfaira,Python,,'-,BSD-3-Clause,"Classification, Dimensionality Reduction"
singlet,Python,,'-,MIT,"Clustering, Dimensionality Reduction, Gene Filtering, Normalisation, Visualisation"
Sinto,Python,,'-,MIT,UMIs
supercells,Python,,'-,BSD-3-Clause,"Quality Control"
tradeSeq,R,,'-,MIT,"Differential Expression, Expression Patterns, Visualisation"
traviz,R,,'-,MIT,Visualisation
uSORT,R,,'-,Artistic-2.0,"Differential Expression, Gene Filtering, Interactive, Ordering, Quality Control, Variable Genes"
VarTrix,Rust,,'-,MIT,"Alignment, Variants"
VDJdive,R,,'-,Artistic-2.0,"Immune, Integration, Visualisation"
